id,name,text,trans,__parsed_extra
0000000000000,司会者の声,『────はーい、ありがとうございましたー！\n可愛らしい振付がとってもキュートでしたね！』,『────好的，谢谢～！\n真是段迷人又可爱的编舞！』,
0000000000000,ルポライター,…………はぁ,（ルポライター ：Reportage writer，撰稿报告文学的记者）\n…………哈\n,
0000000000000,司会者の声,『さてさて、フレッシュ☆アイドル歌合戦も\nあと１組となりましたが────』,『那么那么，fresh☆idol歌合战也\n只剩最后一组了────』,
0000000000000,ルポライター,……あー\n二日酔い……抜けない,……啊~\n宿醉……还没醒酒,
0000000000000,司会者の声,『白組のトリを飾るのは、このユニットです！』,『为白组压轴的是，这个组合！』,
4001073030010,アイドルの声,『こんばんは……っ』,『晚上好……』,
4001073030011,アイドルたちの声,『イルミネーションスターズです！』,『我们是illumination STARS！』,
0000000000000,ルポライター,────\nあ……,────\n啊……,
4001073030020,アイドルの声,『フレッシュな気持ちで頑張ります……っ』,『我们会以焕发的心态全力以赴的……』,
0000000000000,司会者の声,『ありがとうございます！\nそれでは、張り切って頑張ってください！』,『谢谢！\n那么，请全力以赴吧！』,
4001073030021,アイドルたちの声,『よろしくお願いします！』,『请多关照！』,
0000000000000,ルポライター,…………,…………,
4001073030030,めぐる,そろそろだねー……,差不多轮到我们了……,
4001073030040,真乃,うん……,嗯……,
4001073030050,灯織,…………,…………,
4001073030060,めぐる,……ひーおーりっ！,……灯~织！,
4001073030070,灯織,……！,……！,
4001073030080,めぐる,頑張ろうね,一起加油吧,
4001073030090,灯織,うん……,嗯……,
4001073030100,灯織,……\nありがとう、めぐる,……\n谢谢你，巡,
4001073030110,めぐる,？,？,
4001073030120,灯織,……\nいつも助けてもらってるから,……\n因为总是受到你的帮助,
4001073030130,灯織,めぐるは、すごいなって……,我觉得巡，很了不起……,
4001073030140,めぐる,えー？,诶~？,
4001073030150,真乃,うん……めぐるちゃんはすごいよ……,嗯……巡酱真的很了不起……,
4001073030160,めぐる,えーーー？,诶ーーー？,
4001073030170,めぐる,じゃあ────\nイルミネはすごいっ！,那么────\nillumination STARS也很了不起！,
4001073030171,一同,……あははっ！,……哈哈哈！,
0000000000000,雑誌編集者,や、すごいですねぇ\n番組のトリですか,哇，真厉害啊\n是作为节目的压轴吗？,
0000000000000,プロデューサー,恐れ入ります\n３人の頑張りのおかげです,不敢当\n这都是她们三位努力的成果,
0000000000000,雑誌編集者,それで、ドル箱映画の宣伝大使でしょ？\nどんどん遠い存在になっていっちゃうんだなぁ,而且还是热门电影的宣传大使？\n感觉越来越遥不可及了啊~,
0000000000000,雑誌編集者,うちなんかが取り上げなくても、ニュースサイトが\n勝手にノンペイドで拾ってくれるんじゃないですか？,就算我们不报道，新闻网站也\n自动免费帮忙报道的吧？,
0000000000000,プロデューサー,いえいえ、そんな……！\nぜひお力を貸していただけたらと……,哪里哪里，没有的事……！\n正希望您能帮帮忙……,
0000000000000,雑誌編集者,あはは、冗談ですよ\nこっちだって大助かりなんだから,哈哈哈，开玩笑的啦\n这对我们来说也是多多益善,
4001073030172,一同,…………！,…………！,
0000000000000,司会者,ありがとうございましたー！\nイルミネーションスターズのみなさんでした！,谢谢～！\n感谢illumination STARS的各位！,
0000000000000,雑誌編集者,けど、共同企画でしょう？\nうちにそこまでの訴求力はないと思いますよ,但是，这是联合企划吧？\n我觉得我们没有那么大的影响力,
0000000000000,雑誌編集者,うちだけ浮いちゃってないといいんだけど……,希望我们不要显得格格不入……,
0000000000000,プロデューサー,いえ、その……プロモーションというより\n別の視点も取り入れられないかなと思いまして,不，那个……与其说是宣传\n不如说我想加入一些不同的视角,
0000000000000,雑誌編集者,別の視点ですか……,不同的视角吗……,
0000000000000,雑誌編集者,すでにイルミネに元気をもらってるファンだって\nたくさんいるんじゃないですか？,已经有很多粉丝\n从illumination STARS那里获得活力了吧？,
0000000000000,プロデューサー,…………それは────,…………那是────,
4001073030180,めぐる,……っ\nはーいっ,……\n是~,
0000000000000,共演したアイドル,あっ……\nすみません,啊……\n不好意思,
0000000000000,共演したアイドル,あの、お疲れ様でした……！,那个，辛苦了……！,
4001073030190,めぐる,お疲れさまでしたー！,辛苦了～！,
0000000000000,共演したアイドル,ありがとうございました\nみなさん、とっても素敵でした……！,非常谢谢\n各位，真是太棒了……！,
4001073030200,めぐる,えへへっ\nこちらこそ、ありがとうございました！,嘿嘿\n彼此彼此，谢谢您！,
0000000000000,共演したアイドル,ちょっと挨拶しておきたいなって……,我想稍微寒暄两句……,
4001073030210,めぐる,あっ……\nごめんなさい、真乃と灯織はまだ戻ってなくて……,啊……\n抱歉，真乃和灯织还没回来……,
0000000000000,共演したアイドル,あ、いいんです！,啊，没关系！,
0000000000000,共演したアイドル,八宮さんだけでも、挨拶しておきたくて,我只是想向八宫小姐寒暄上两句,
0000000000000,共演したアイドル,もう……これで最後だから,因为……这是我最后一场表演了,
4001073030220,めぐる,……え？,……诶？,
0000000000000,プロデューサー,……ふぅ,……呼~,
0000000000000,プロデューサー,………………,………………,
0000000000000,雑誌編集者,イルミネらしさ……,illumination STARS的风格……,
