id,name,text,trans
3009012030010,果穂,あたし、気が付いたら\n宇宙船の司令官？　だったんです,我反应过来的时候\n就变成了……应该是宇宙飞船的司令官？
3009012030020,果穂,クルーの子とお話しながら、\nたこ焼きを食べようとしてたんですけど──,一边和船员聊天\n一边准备吃章鱼烧——
3009012030021,一同,────,————
3009012030030,果穂,いきなりドン！　ってスッゴく大きな音がして船がゆれて、\nビーッビーッって、いやな音が鳴りひびいて……,突然间『咚！』的一声巨响，飞船开始摇晃\n响起了『哔——哔——』的不祥声音……
3009012030040,果穂,急いで指令室……？　に行くんです\nそれで……,我马上赶去……应该是指令室？\n然后……
3009012030050,果穂,着いたら、こうげきを受けたって言われちゃって……！,一到那里，就被告知说我们受到了攻击……！
3009012030051,樹里＆凛世,────,————
3009012030060,凛世,どうなったのでしょう……,后来如何了……？
3009012030070,果穂,オペレーターの子が、\nモニターに敵を映してくれたんですけど──なんと,操作员把敌人显示在屏幕上，没想到——
3009012030080,果穂,イカとタコだったんです！！,竟然是乌贼和章鱼！！
3009012030081,一同,────！,————！
3009012030090,智代子,イカとタコが、宇宙船の敵……！！,乌贼和章鱼，与宇宙飞船为敌……！！
3009012030100,智代子,──あっ、エイリアンってことかな！？,——啊，难道说是外星人！？
3009012030110,果穂,エイリアン……！,外星人……！
3009012030120,樹里,なるほどな\n……なんとなくわかる,原来如此\n……感觉能理解
3009012030130,凛世,ふふ……,呵呵……
3009012030140,夏葉,ええ、そうね……\nあの見た目が怖いという人もいるわ,嗯，是啊……\n确实有人害怕它们的外表呢
3009012030150,夏葉,海外では『デビルフィッシュ』なんて\n呼ばれることもあるみたいだし,在国外好像也被称作『恶魔鱼』
3009012030160,智代子,そうなの！？\nデビルかぁ……,是这样吗！？\n恶魔吗……
3009012030170,智代子,あんなに美味しいのに……\n怖がられちゃうんだね……,明明那么好吃……\n也会让人畏惧啊……
3009012030180,夏葉,うふふっ\nそれで、そのイカとタコ、倒せたのかしら？,唔呼呼\n所以，打倒那个乌贼和章鱼了吗？
3009012030190,果穂,はいっ！,是的！
3009012030200,果穂,イカとタコだ！　ってなってすぐ、\nビームをうたれちゃったんです,刚意识到『是乌贼和章鱼！』，马上就被光束打中了
3009012030210,智代子,いか墨ビーム……？,乌贼墨汁光束……？
3009012030220,凛世,ふふっ……,呵呵……
3009012030230,果穂,いかすみだったかもしれません……！,可能就是乌贼墨汁……！
3009012030240,果穂,やられちゃう！　って思って\nよけようと思ったけど、よけれなくて……,想着『要被干掉了！』\n想要躲开却躲不掉……
3009012030250,果穂,もうダメだ、やられるって……！,想着，『已经不行了，要被干掉了！』……
3009012030260,果穂,そしたら、ドォン！　ってスゴい音がしたのに\n何もなくて……！,结果，明明发出了『咚！』的巨响\n却一点事都没有……！
3009012030270,果穂,通信が入って、みなさんが『大丈夫かー！』って！\n助けに来てくれたんです！,然后传来了通讯\n大家说着『没事吧——！』，来救我了！
3009012030280,果穂,ちょこ先輩と夏葉さんがバリアーを張ってくれて、\n樹里ちゃんと凛世さんが敵をロックオンして……,巧可前辈和夏叶张开了护罩\n树里和凛世锁定了敌人……
3009012030290,果穂,最後は、あたしにうたせてくれました！,最后，让我来完成射击！
3009012030291,一同,おお～……！,噢噢~……！
3009012030300,樹里,果穂の夢のアタシら\nちょっとかっこいいんじゃねーか？,果穗梦里的我们，好像有点帅啊？
3009012030310,凛世,はい……,是的……
3009012030320,凛世,結末は……,结局是……
3009012030330,果穂,わかりません……！,我不知道……！
3009012030340,果穂,そのあとすぐ起きちゃって……,那之后马上就醒来了……
3009012030350,智代子,絶対勝ってると思うな～！,我觉得肯定能赢啊~！
3009012030360,樹里,だな,是啊
3009012030370,夏葉,そうね\n私たち全員が力を合わせたんだもの！,是呢\n毕竟是我们全员同心协力！
3009012030380,果穂,──！,——！
3009012030390,果穂,えへへっ、はいっ！,诶嘿嘿，是的！
3009012030400,樹里,しかし、チョコはともかく、\n夏葉が防御側ってちょっと意外だな,不过，先不论巧可\n夏叶会是负责防御的，有点意外啊
3009012030410,凛世,ふふ……\nきっと……,呵呵……\n定是……
3009012030420,凛世,守りにおいても……采配を……\n振るっておられたのでしょう……,虽是防守……也定是在负责指挥吧……
3009012030430,樹里,……あー、確かに\n采配って考えたら合ってるような気も……,……啊——确实\n是指挥的话就能说得通了……
3009012030440,果穂,あたしは、みなさんカッコいいなーって思ってました！,我觉得大家真的超级帅！
3009012030450,果穂,樹里ちゃんと凛世さんのれんけいがスゴくて────,树里和凛世的配合太厉害了——
3009012030460,夏葉,……嬉しいわね,……真令人高兴啊
3009012030470,智代子,うん……？　どうしたの夏葉ちゃん,嗯……？怎么了夏叶
3009012030480,夏葉,うふふっ,唔呼呼
3009012030490,夏葉,いつでも、どんな時でも……\n夢の中でも、私たちは仲間みたいだから,不论何时……\n就算在梦中，我们也是伙伴
3009012030500,夏葉,とっても素敵だと思わない？,不觉得这很美妙吗？
3009012030510,智代子,ああ、そういうことか！\nうん、もちろん！,啊啊，是这意思啊！\n嗯，当然啦！
3009012030520,智代子,この間のディベートは全力で対立したしね\nそっちが夢に影響しちゃわなくてよかった,上次辩论我们是全力对立的\n幸好没有因此影响到梦境
3009012030530,夏葉,ふふ、そうね……でも,呵呵，是啊……不过
3009012030540,夏葉,ああやって意見を交わすことができるのも\n私たちが仲間だからじゃないかしら,能像那样充分交换意见\n不也正因为我们是伙伴吗
