id,name,text,trans
0000000000000,off,『何もしなくても時計の針は回る』──,“即使什么都不做，时钟的指针也依然转动”──
0000000000000,プロデューサー,──例のあの子のPR動画か,──是那孩子的宣传动画吗
6021003040010,円香,はい,是
6021003040020,円香,……何もしなくても回るなら、\nなんでわざわざ回すんでしょうね,……如果什么都不做也会转动的话，\n为什么要特意去转动呢
0000000000000,プロデューサー,なんだろう、衝動みたいなものなのかな,为什么呢，是像冲动一样的东西吧
6021003040030,円香,衝動……,冲动……
6021003040040,円香,………………,
6021003040050,円香,ここでたくさんの人が落ちると思いますが,这里将有许多人会落选
6021003040060,円香,10年後、20年後……\n何人が『あの頃は無謀な夢を見た』と言うのでしょうね,10年后，20年后……\n会有人说“自己那时做了个鲁莽的梦”的吧
6021003040070,円香,必死に針を回したのに、\nそんな過去の自分を笑って,明明那么拼命地转动时针，\n像那样笑着过去的自己
6021003040080,円香,きっと乗り越えた顔をする,一定会做出一副克服了困难的表情
info,produce_events/602100304.json,,
译者,Nast,,
