id,name,text,trans
0000000000000,プロデューサー,──お疲れ、千雪\nだいぶ巻いたなぁ？,──辛苦了，千雪\n结束的比预想的要早很多啊？
2016010030010,千雪,ふふっ、私が巻いたんじゃないです\n現場……とってもいい雰囲気でしたから,哼哼～，我没想到这么快\n现场……气氛真好啊
0000000000000,プロデューサー,うん。こんなサクサクいくなんて思ってなくてさ\n千雪も、よく頑張ってくれた,嗯。没想到会像这么快\n千雪也是，很努力了呢
0000000000000,プロデューサー,今のうちに昼メシにしとこう,趁现在去吃午饭吧
2016010030020,千雪,わぁ、やったぁ……♪\n今日は一日ゼリーかなって、覚悟してたんです……！,哇～好耶……♪\n今天吃一天果冻什么的，我都做好觉悟了……！
0000000000000,プロデューサー,はは、なんでもいいぞ\nがっつりいこう！,哈哈，怎样都行的哦\n走去放开了吃去！
2016010030030,千雪,はい……！\nそれじゃあ──,嗯……！\n那么就──
0000000000000,プロデューサー,──いやぁ……がっつりだな,──哎呀……分量好足啊
2016010030040,千雪,がっつりです……,好多啊……
0000000000000,プロデューサー,めちゃくちゃ本格的な店じゃないか……\n千雪、こんなの食べきれるのか,这家店真够劲的啊不是吗……\n千雪，这么多能吃的下吗？
2016010030050,千雪,……も、もちろんです,……那，那肯定的
0000000000000,プロデューサー,頼もしいな……,可以啊……
2016010030060,千雪,プロデューサーさんは、\nどれにされます？,制作人先生的话\n要点什么呢？
0000000000000,プロデューサー,ええと、そうだな……\nよし────,诶诶，这样啊……\n好，那我就────
select,,デリシャス\nチーズバーガー,吉士汉堡
select,,ダブル\nビッグバーガー,双倍巨无霸
select,,グッドスパイシー\nバーガー,香辣汉堡
0000000000000,プロデューサー,千雪は？,千雪呢？
2016010030070,千雪,私は……ええと,我的话……额
2016010030080,千雪,──すみません、\nデリシャスチーズバーガーもう１つお願いします……！,──你好，这边也要一个吉士汉堡……！
0000000000000,プロデューサー,あれ,欸
2016010030090,千雪,サイドメニューとかは、大丈夫でした？,小食饮品什么的，要来点吗？
0000000000000,プロデューサー,ああ、うん\n俺は……ウーロン茶だけでいいや,啊，唔\n我的话……乌龙茶就可以了
2016010030100,千雪,はい\n──それじゃあ、ウーロン茶を２つで,好的\n那，乌龙茶两杯
0000000000000,店員,──かしこまりました\nお待ちくださいませ,──了解了\n还请稍作等候
0000000000000,プロデューサー,ははっ\nまったく一緒のメニューじゃないか,哈哈\n真就都点一样的了
2016010030110,千雪,はい\nだって──,是呢\n因为──
2016010030120,千雪,プロデューサーさんが食べてると\nなんでも美味しそうなんですもん……,只要和制作人先生一起吃的话\n好像什么都会觉得很美味
0000000000000,プロデューサー,ええ、そんなことないよ,欸，没这回事吧
2016010030130,千雪,ふふふ、プロデューサーさんには\nわからないですから,嗯哼哼～那是因为\n制作人先生是不会懂的
0000000000000,プロデューサー,そうかなぁ,是吗
2016010030140,千雪,そうです……！,是哦……！
2016010030150,千雪,ふふっ,哼哼～
0000000000000,プロデューサー,いやぁ、ほんとにでかい\nはははっ──,呀，真的好大一个\n哈哈哈──
0000000000000,プロデューサー,これ、どうやって食べたらいいんだ？,这个，要怎么吃才好呢？
2016010030160,千雪,ええと……\nぎゅーって潰すって、聞いたことはあるんですけど……,唔……\n有听说过就，嘎吱一下压紧再一口下去
2016010030170,千雪,こうやって……\nん、しょ──,像这样……\n唔，咻──
0000000000000,プロデューサー,──あっ、千雪のやつは難しいだろ\nベーコンはともかく、アボカドは柔らかいし……,──啊，千雪这样也太麻烦了\n培根倒不说，牛油果也很软……
0000000000000,プロデューサー,ナイフとか、もらおうか？,要不要，用刀子试试？
2016010030180,千雪,い、いえ……ダメです……,不，不要……不可以的……
2016010030190,千雪,────んっ……！,────呒呣……！
0000000000000,プロデューサー,千雪……！？,千雪……！？
2016010030200,千雪,…………\nんんんーん……,…………\n呒呒呒──呒……
0000000000000,プロデューサー,……あっ、しゃべらなくていいから\n食べてくれ！,……啊，不用说出来的\n先吃吧！
2016010030210,千雪,…………,…………
0000000000000,プロデューサー,だ、大丈夫か……,没，没事吧……
2016010030220,千雪,……ふふふっ\n美味しいです……！,……哼哼～\n很好吃的……！
0000000000000,プロデューサー,……！\nははは、そっか！,……！\n哈哈哈，这样啊！
2016010030230,千雪,はい,嗯
2016010030240,千雪,ガブーって、いかなきゃ……,果然还是要一口一下去……
2016010030250,千雪,ハンバーガーなんですから！,正因为是汉堡呢！
0000000000000,プロデューサー,──辛っ……！\n思ったより、くるな……！,──好辣……！\n比预想的还要辣呢……！
0000000000000,プロデューサー,水、水……\n──ああー……,水，水……\n──啊啊……
2016010030260,千雪,………………,………………
0000000000000,プロデューサー,……千雪、けっこういけるんだな,……千雪，完全没问题呢
2016010030270,千雪,……\nい、いえ……,……\n不，不是……
2016010030280,千雪,すっごく辛いのに……\nなんだかやめられなくって,虽然是很辣……\n但还是停不下来去吃
0000000000000,プロデューサー,はは、それはわかる\n口に入れた時は、そうでもないんだけどなぁ,哈哈，这个我懂的\n刚入嘴里的时候，还不会有那种超辣的感觉
2016010030290,千雪,そうなんです……！\nむしろ、パンの甘みの方を感じるんですけど……,是的呢……！\n倒不如说，会感受到面包甜甜的那种味道
0000000000000,プロデューサー,そうそう！\n後からじわじわきて、水くれーってなって──,是啊是啊！\n然后就慢慢地就感觉辣起来了，就到了要来杯水喝的地步──
