id,name,text,trans,__parsed_extra
4001073070010,真乃,……おはよう、ピーちゃん……,……早上好，P酱……,
4001073070020,真乃,……ぽぉっぽぉ……っ,……咕咕……,
4001073070030,真乃,ふふ……,呼呼……,
4001073070040,真乃,…………,…………,
0000000000000,客１,……\nこの映画、あれじゃん,……\n这部电影，就是那部吧,
0000000000000,客２,あー\nアイドルが宣伝してた……？,啊~\n偶像宣传的那个……？,
0000000000000,客２,お涙頂戴でしょ、よくある,就是那种煽情的，我见得多了,
0000000000000,客１,マジ、このリメイクブームどうにかならん？\n映画ファン舐められすぎだって,真是的，这股翻拍潮能不能停一停？\n简直把影迷当傻子,
0000000000000,宣伝担当者,……頑張ってくれたのに\nイルミネまで巻き込んじゃって……,……明明已经那么努力了\n还把illumination STARS也牵扯进来了……,
0000000000000,プロデューサー,そんな……\n事故みたいなものと言いますか,那个……\n纯属意外吧,
0000000000000,プロデューサー,感想は自由ですし、誰が悪いって話でも……,感想是自由的，也不是谁的错……,
0000000000000,宣伝担当者,や、うちも映画の内容までは、さすがに……\nなかなか……どうしたものか……,不，我们也没想到电影的内容会……\n真是……不知道该怎么办才好……,
0000000000000,宣伝担当者,でもね、ちょっと可哀想で……,不过，她们也怪可怜的……,
0000000000000,プロデューサー,…………,…………,
0000000000000,通行人１,……わっ,……哇,
4001073070050,灯織,……！,……！,
0000000000000,通行人１,……あたた,……痛痛痛,
4001073070060,灯織,────……,────……,
0000000000000,通行人２,……いけるっすか？,……你还好吗？,
0000000000000,通行人１,あー、あはは\nごめんねぇ,啊——，啊哈哈\n对不起啊,
0000000000000,通行人２,いや、全然？\n俺、格闘技やってるっすから,不，我没事的啦？\n我练格斗的,
0000000000000,通行人２,ちょっ、足腰弱すぎっす！　ウケるわ\nおばあちゃんもやった方がいいっすよ,喂，您这腿脚也太虚了吧！ 笑死\n老奶奶您也练一下比较好,
0000000000000,通行人１,ふふ、そうねぇ\nありがとね,呼呼，也是呢\n谢谢啦,
4001073070070,灯織,……,……,
0000000000000,SNSのコメント,『イルミネ投稿減った？』\n『たまたまでしょ。深読みしすぎ』,『illumination STARS的推文变少了？』\n『只是碰巧吧。你想太多了』,
0000000000000,SNSのコメント,『めぐるちゃん大丈夫かな』\n『アンチのせいだろ。まじ最悪』,『巡没事吧』\n『都是黑子的错。真是太差劲了』,
0000000000000,SNSのコメント,『感想は個人の自由では？？』\n『批評しただけでアンチ呼ばわりは草』,『发表感想是个人自由吧？？』\n『只是评论了一下就被说成了黑子，笑死』,
0000000000000,プロデューサー,………………,………………,
0000000000000,ダンストレーナー,……うん\nじゃ、今日はここまで,……嗯\n那，今天就练到这里吧,
4001073070080,めぐる,……えっ\nもう……？,……诶\n这就……？,
0000000000000,ダンストレーナー,あー、ほら……\n最近、いろいろ忙しかったでしょ？,啊~，你看……\n最近，你们在忙别的事吧？,
0000000000000,ダンストレーナー,今日は軽めに流しておいて\n落ち着いたら、また頑張ろう……！,今天就稍微放松一下\n等平息下来之后，我们再加油……！,
4001073070090,めぐる,……わかりました！\nありがとうございましたー,……我知道了！\n谢谢您~,
4001073070100,めぐる,……あっ\nプロデューサー,……啊\n制作人,
4001073070110,めぐる,…………,…………,
0000000000000,プロデューサー,……────,……────,
0000000000000,看護師,────さん、どうぞー,────先生，请往这边——,
0000000000000,ルポライター,…………,…………,
4001073070120,めぐる,────あ\n来た……！,────啊\n来了……！,
0000000000000,プロデューサー,────っとと……\nあーあー……すまん、聞こえるかな？,────等等……\n啊啊……抱歉，能听到吗？,
4001073070130,めぐる,聞こえるよー！,听得见～！,
0000000000000,プロデューサー,……よかった\nみんな、お疲れ様！,……太好了\n大家，辛苦了！,
4001073070131,一同,お疲れ様です,辛苦了,
0000000000000,プロデューサー,急にごめんな……\nみんなの場所にお邪魔しちゃって,突然打扰真是不好意思……\n还跑到你们的群聊频道里,
4001073070132,一同,大丈夫です,没关系,
4001073070140,めぐる,全然だよー\n特別って感じがして楽しい……！,完全没关系~\n感觉很新奇，很开心……！,
0000000000000,プロデューサー,うん、ありがとう,嗯，谢谢,
0000000000000,医師,へぇ、物書きやってんの,嘿，你是个写手啊,
0000000000000,ルポライター,……はい,……是的,
0000000000000,医師,はいはいー\nちょっと診ますよー,好好~\n我给你看看病——,
0000000000000,医師,……ここは？,……这里？,
0000000000000,ルポライター,や……,不……,
0000000000000,医師,……ここ,……这里,
0000000000000,ルポライター,────いっ！,────！,
0000000000000,医師,うん、肉離れだねー,嗯，是肌肉拉伤呢——,
0000000000000,ルポライター,…………,…………,
0000000000000,医師,急に無茶したら\nそりゃそうなりますよ,突然做剧烈运动\n当然会变成这样啊,
0000000000000,医師,ランニングは段階踏んでいかないと,跑步也要循序渐进才行,
0000000000000,ルポライター,はは……ですね,哈哈……是啊,
0000000000000,医師,体は正直なんだから\nもう46歳でしょ？,身体是骗不了人的\n你已经46岁了吧？,
0000000000000,ルポライター,──────,──────,
4001073070150,灯織,……プロデューサー\nお話ししたいこと、というのは……,……制作人\n您想说的事，是……,
0000000000000,プロデューサー,ああ、うん……,啊，嗯……,
0000000000000,プロデューサー,みんなは……あの映画について\n正直にどういう感想を持った？,大家……对那部电影\n的真实感想是怎样的？,
4001073070151,一同,感想、ですか……,感想，吗……,
0000000000000,プロデューサー,ああ。本当に感じたことでいい\nここだけの話だから、ありのまま話してほしいんだ,嗯。说真实的感受就好\n只是说给我听的，所以希望你们能如实地告诉我,
0000000000000,プロデューサー,宣伝隊長という立場を抜きにして\n……本音で,抛开宣传队长的身份\n……说出真心话,
4001073070152,一同,…………,…………,
4001073070160,めぐる,……あのね\nプロデューサー,……那个\n制作人,
4001073070170,めぐる,わたし、本当に……\n本当に素敵な作品だなって思ったの,我真的……\n真的觉得那是一部很棒的作品,
4001073070180,めぐる,だから、嘘ついたつもりはなくて……,所以我，并没有想过撒谎……,
4001073070190,めぐる,けど……嘘だって思った人もいたみたいで……,但是……似乎有人觉得我在撒谎……,
0000000000000,プロデューサー,うん,嗯,
4001073070191,真乃＆灯織,…………,…………,
0000000000000,プロデューサー,真乃と灯織はどうだった？,真乃和灯织觉得怎么样？,
4001073070200,真乃,……えっと、その……\nわ、私も…………,……那个，那个……\n我、我也是…………,
4001073070210,真乃,いい映画だなって、思いました……,我觉得，是部好电影……,
4001073070220,真乃,先生が寄り添って……言葉がわかるようになって……\n感動する姿が、すごく……,有老师陪伴着她……她渐渐理解了话语……\n那个感人的身影，真的……,
4001073070230,真乃,……素敵、だなって……,……太棒了，这么想的……,
0000000000000,プロデューサー,うん,嗯,
4001073070240,灯織,……,……,
4001073070250,灯織,……私は……,……我……,
4001073070260,灯織,SNSで言っている人たちの気持ちが\n少しわかる気がします……,我有点能理解\n那些在SNS上发表言论的人的想法……,
4001073070270,灯織,今回のリメイクは、展開が少し強引というか\n気になるところがあって……,这次的翻拍，展开得有点牵强\n或者说，有些地方让我挺在意的……,
4001073070280,灯織,元の映画にあった迫力や感動とは\nその……違うな、と……,和原版电影带来的震撼和感动\n和那个……不太一样……,
0000000000000,プロデューサー,うん,嗯,
4001073070290,灯織,────でも……\n元の映画にない魅力があったと思うんです,────但是……\n我觉得它也有原版电影没有的魅力,
4001073070300,灯織,展開が変わったからこそ生まれたシーンで\nハッとする言葉があったり……,在改动了剧情后才会产生的场景里\n有一些发人深省的台词……,
4001073070310,灯織,だから私も\n嘘を言っているつもりはなくて……,所以我\n也没有打算撒谎……,
