id,name,text,trans,__parsed_extra
3003021020010,めぐる,……ふー,……呼~,
0000000000000,店主,…………ご注文は,…………请问您要点什么？\n,
3003021020020,めぐる,あっ……,啊……,
3003021020030,めぐる,友達が来るので\n後でもいいですか……？,我的朋友马上就来\n可以稍后再点吗……？,
0000000000000,店主,…………はい,…………好的,
0000000000000,ルポライター,……八宮さん,（ルポライター ：Reportage writer，撰稿报告文学的记者）\n……八宫小姐,
3003021020040,めぐる,あっ,啊,
0000000000000,ルポライター,……どうも,……您好,
3003021020050,めぐる,こんにちは！,您好！,
3003021020060,めぐる,お仕事ですか……？,您是来工作的吗……？\n,
0000000000000,ルポライター,はは、うん,哈哈，是的\n,
0000000000000,ルポライター,いいお店だよね、ここ,这家店很不错对吧\n,
3003021020070,めぐる,はい！\nわたしもよく来てます,是的！\n我也经常来,
3003021020080,めぐる,……\nありがとうございました！,……啊\n谢谢您！,
0000000000000,ルポライター,え？,诶？,
3003021020090,めぐる,イルミネのこと、たくさん書いてくれて……！,您写了好多，关于星组的事情……！,
0000000000000,ルポライター,ああ……\nはは、まぁそういう仕事だからね,啊……\n哈哈，毕竟我就是干这个的,
3003021020100,めぐる,でもでも、素敵に書いてくれたので\nすごく嬉しかったです……！,但是，您写得非常出众\n我真的很高兴……！\n,
0000000000000,ルポライター,どうかなぁ……見方によっては\n皮肉にも取れるような書き方をしてるかも,不好说……根据不同的视角\n也可能会被解读出讽刺的意味,
3003021020110,めぐる,そうなんですか？,是这样吗？,
0000000000000,ルポライター,そうなんですよ,是的,
3003021020120,めぐる＆ルポライター,はははっ,哈哈哈,
0000000000000,ルポライター,僕みたいな人間には、なかなか眩しくて,对像我这样的人来说，你们实在太过耀眼了,
0000000000000,ルポライター,いつも元気を与えてくれる人って\n天敵みたいなものでさ,总是能给予他人活力\n对我来说就像天敌一样,
3003021020130,めぐる,…………,…………,
0000000000000,ルポライター,でも、キミたちみたいな人がいてくれるから\n僕たちみたいなのも、生きていられるのかもしれない,但是，正因为有像你们这样的人存在\n像我们这样的人，才能存于世上,
0000000000000,ルポライター,表がなければ裏もないように,就像没有正面就没有反面一样,
3003021020140,めぐる,難しい……,好深奥……\n,
0000000000000,ルポライター,難しいよねぇ,是挺深奥的\n,
0000000000000,ルポライター,まぁ……\n言葉は、言葉だから,不过……\n话语本身，就是话语,
3003021020150,off,探したのに\n見つからなくて,苦苦寻找\n却找不到,
3003021020160,off,見つけたのに\n伝わらなくて……,找到了\n却无法传达……,
3003021020170,off,伝わったのに……\n傷つけて,传达了\n却造成了伤害,
3003021020180,off,知っていくと\n知らないことが増えていって,了解得越多\n不知道的事情也越多,
3003021020190,off,便利だけど\n不便で,便利却又\n不便,
3003021020200,off,冷たいけど\nあたたかい……,冰冷却又\n温暖……,
3003021020210,めぐる,それ……！\nプロデューサーからも聞きました……！,这个……！\n制作人也是这么说的……！,
0000000000000,ルポライター,……プロデューサー\nああ、あの人……,……制作人\n啊，那个人啊……,
0000000000000,ルポライター,そうだ……キミんとこのプロデューサーさん\nなんで僕なんかを使ってくれたんだろう,对了……你们的制作人\n为什么会选用我这样的人呢？,
3003021020220,めぐる,ライターさんの本を読んだからって言ってました！\nアイドルのこと、真剣に考えてくれる人だからって,他曾说过他有读过您的书！\n他说您对偶像有着恳切而深刻的见解,
0000000000000,ルポライター,…………そっか,…………这样啊,
0000000000000,ルポライター,あれから、やりたかった仕事が少しずつ増えたんだ\n今度、お礼言っとかなきゃな,自那以后，我渐渐接到了更多想做的工作\n下次得去谢谢他才行,
0000000000000,ルポライター,……っと\nそろそろ行かなきゃ,……那么\n我差不多该走了,
0000000000000,ルポライター,楽しかったです\nどうもありがとう,聊得很愉快\n谢谢你,
3003021020230,めぐる,こちらこそ……！\nありがとうございます,我也是……！\n谢谢您,
0000000000000,ルポライター,また喧嘩しましょうね,下次再一起吵架吧,
3003021020240,めぐる,……！,……！,
3003021020250,めぐる,……んーっ,……嗯~,
3003021020260,めぐる,はぁー,哈啊~,
3003021020270,めぐる,あっ！,啊！,
3003021020280,めぐる,真乃っ！\n灯織ー！,真乃！\n灯织！,
3003021020290,灯織,めぐる……！\n声……,巡……！\n声音……,
3003021020300,めぐる,……っ,……,
3003021020310,真乃,お待たせ、めぐるちゃん……,久等了，巡……,
3003021020320,灯織,……\nどうしたの？,……\n怎么了？,
3003021020330,めぐる,ふふっ,呼呼,
3003021020340,めぐる,あのね……！\nさっきね──────,你们知道吗……！\n刚才──────,
info,produce_events/300302102.json,,,
译者,,,,
