id,name,text,trans
0000000000000,プロデューサー,凄いぞ摩美々、準決勝突破おめでとう！\n次は、いよいよ決勝だな！,非常棒哦摩美美，恭喜突破半决赛！\n接下来，终于到决赛了！
6005001030010,摩美々,ふふー,哼哼
6005001030020,摩美々,素直に褒められるのもたまには悪くないですねー\nでもプロデューサー、まだちょっと気が早いですよー,偶尔坦率地被夸奖也不坏呢\n但是制作人，有点心急了哦
6005001030030,摩美々,まみみたちが狙うのはぁ、この先じゃないですかぁ,摩美美我们的目标，不是这之后吗
0000000000000,プロデューサー,そうだった……摩美々の言う通りだな\nあとは、優勝に向けてこのまま走りきろう,是呢……如摩美美所说\n之后就是，朝着冠军前进吧
6005001030040,摩美々,まぁ、本当はめんどーくさいんですけどー\nここまで来たらぁ？　もうやるしかないですもんねー,嘛，虽然很麻烦\n但是都来到这里了，已经不得不上了呢
6005001030050,摩美々,ふふー、ちょっとだけ、燃えてきましたぁ,哼哼，稍微，有点斗志了
0000000000000,プロデューサー,（少し震えている気がするが、\nきっと緊張じゃなく武者震いだな）,（虽然感觉她有些颤抖，\n不过肯定不是因为紧张，而是兴奋吧）
0000000000000,プロデューサー,今の摩美々なら、きっと勝てるはずだ\n決勝でも、全力を出し切ろう！,现在的摩美美的话，肯定能赢的\n决赛也拿出全力吧！
info,produce_events/600500103.json,,
译者,Rosineae,,
