id,name,text,trans
0000000000000,幽霊？,！？,
4901021620010,果穂,そこまでです！\nにせゆうれいさん！,到此为止！\n假冒的幽灵先生！
0000000000000,幽霊？,な、何者だ！,来，来者何人！
4901021620020,果穂,あたしの顔、知ってますよね？,你应该认识我的吧？
0000000000000,幽霊？,……？,
0000000000000,幽霊？,あっ………！,啊……！
4901021620030,果穂,気付いたようですねぇ……,好像注意到了呢……
4901021620040,果穂,われこそは、小宮果穂……\n人呼んで紅蓮の英雄将軍！,我就是人称……\n红莲之英雄将军的小宫果穗！
4901021620050,果穂,夜な夜な、うそのゆうれいさわぎを起こし\nみなを不安にさせるその行い……ゆるせません！,深更半夜制造假的幽灵骚动\n让大家惶恐不安的行为……我绝不原谅！
0000000000000,幽霊？,ふふふ……では、本物の騒ぎにしてあげましょう,呵呵呵……那么，我来制造真正的骚动吧
0000000000000,幽霊？,上様自身を、幽霊にしてな！,把大人变成幽灵！
4901021620060,果穂,ちゃんとごめんなさいできない悪い人は──,不能好好道歉的坏人——
4901021620070,果穂,この豆柴の紋所がゆるしませんっ！！,这个豆柴的家纹绝不会原谅你！！
info,special_communications/490102162.json,,
译者,月夜,,
