id,name,text,trans
6014003020010,甘奈,……甘奈、勝てちゃったんだ……,……甘奈，赢了呢……
6014003020020,甘奈,…………,…………
0000000000000,プロデューサー,おめでとう、甘奈\n宣言通り、実力を十分に発揮できてたな,恭喜你，甘奈\n和宣言的一样，充分地发挥了实力呢
6014003020030,甘奈,あ……──,啊……——
6014003020040,甘奈,えっへへー、ありがとープロデューサーさん☆\n甘奈、頑張っちゃった,诶嘿嘿——，谢谢——制作人☆\n甘奈，努力了
6014003020050,甘奈,プロデューサーさんの応援のおかげかも！,也许是制作人的应援的功劳！
0000000000000,プロデューサー,だったら嬉しいけどな\nでも、これは甘奈の実力だよ,如果是的话我倒很高兴啦\n不过，这是甘奈的实力
6014003020060,甘奈,甘奈の実力……,甘奈的实力……
6014003020070,甘奈,……そっか☆,……这样啊☆
6014003020080,甘奈,じゃあ、この先も実力に見合った活躍ができるように\nめーっちゃ頑張らなきゃだね！,那么，接下来甘奈也要为了能与实力相称地活跃\n不好好——地加油的话可不行呢！
info,produce_events/601400302.json,,
译者,ベル,,
