id,name,text,trans,
4.00108E+12,摩美々,霧子も差し入れ食べるー？,雾子也要吃吗？,
4.00108E+12,霧子,あ……\nうん……,啊……\n嗯……,
4.00108E+12,霧子,ありがとう……,谢谢……,
4.00108E+12,霧子,……？,,
4.00108E+12,霧子,あ……,啊……,
4.00108E+12,摩美々,何ー？,怎么了？,
4.00108E+12,霧子,鉛筆……落ちてて……,铅笔……掉了……,
4.00108E+12,摩美々,あぁ……,啊……,
0,スタッフ,田中さん、幽谷さん\n準備できましたのでお願いしますー,田中小姐，幽谷小姐\n要是准备好了麻烦过来一下—,
4.00108E+12,摩美々＆霧子,はぁい,好,
4.00108E+12,霧子,あの……これ……\n落とし物かも……,那个……这个……\n可能是你掉的东西……,
0,スタッフ,ああ……！\nどうも、ありがとうございます！,啊……！\n麻烦了，谢谢你！,
4.00108E+12,摩美々,……霧子、どうかしたぁ？,……雾子，怎么了吗？,
4.00108E+12,霧子,あ……\nちょっとね……似てたの……,啊……\n有点像……,
4.00108E+12,霧子,少し前に……\nなくした鉛筆に……,有点像之前……\n丢的那只铅笔……,
4.00108E+12,摩美々,それ、見つかったのー？,那，后来找到了吗？,
4.00108E+12,霧子,ううん……\n探しても……見つからなくて……,没有……\n怎么找……都没找到……,
4.00108E+12,摩美々,ふーん……,嗯……,
4.00108E+12,摩美々,──このコーナーでは\n『ひろいもの』についてのお便りを募集して,──在这个环节中\n我们会征集关于“拾物”的来信,\n我们会征集关于『拾物』的来信
4.00108E+12,摩美々,お便りをくれたリスナーに\n電話で詳しい話を聞いていきまぁす,然后会打电话给来信的听众\n听他们展开细说,
4.00108E+12,霧子,わ……,哇……,
4.00108E+12,霧子,お便り……いっぱい……,来信……好多……,
4.00108E+12,霧子,みんな……摩美々ちゃんと……\nおしゃべりしたいんだね……,大家……都想和摩美美聊天呢……,
4.00108E+12,摩美々,今回は霧子とおしゃべりしたい人の分も\n含まれてるよー,这次也有想和雾子聊天的人\n的来信哦,
4.00108E+12,霧子,わ……\nふふっ……,哇……\n呵呵……,
4.00108E+12,摩美々,じゃー、最初のお便りいくねー,那，开始读第一封来信吧,
4.00108E+12,霧子,うん……\nお願いします……,嗯……\n拜托了……,
4.00108E+12,摩美々,ラジオネーム『推し事がしたいユズミン』さん,笔名是“想推推的柚子民”的听众,
4.00108E+12,摩美々,『摩美々ちゃん、こんばんは\nわたしの『ひろいもの』の話を聞いてください』,“摩美美，晚上好\n请听听关于我的‘自己捡到过的东西’的故事”,
4.00108E+12,摩美々,『わたしは１年前、長年勤めた職場をやむなく\n辞めることになり、求職活動をしていました』,“一年前，我不得不辞掉\n长久的工作，重新开始求职”,
4.00108E+12,摩美々,『受けても落ちる、その繰り返しで\n正直疲れ果てていたのですが』────,“一直在面试但都没通过\n老实说累得很”────,
4.00108E+12,摩美々,『ある日、企業に面接に行った帰りに\n青い犬のぬいぐるみを見つけました』,“后来有一天，我去公司面试回来的时候\n捡到了一只蓝色的狗狗玩偶”,
4.00108E+12,摩美々,『それは、わたしが日頃から推している\n配信者さんのグッズだったのです』────……,“那是我一直在推\n的一个主播的周边”────……,
0,リスナー４,──『それで、絶対にこれは持ち主さんに返さないとって\n思って、近くの交番に届けに行ったんです』,──“于是，我觉得，一定要把它还给失主\n就送到了附近的派出所”,
0,リスナー４,『そしたら先客がいて、その人が\nぬいぐるみを落としたご本人だったんです』,“结果那里已经有人在报案了，而那个人\n就是遗失了玩偶的主人”,
4.00108E+12,摩美々＆霧子,！,,
4.00108E+12,摩美々,それってー、その人が\n落とし物の届けを出してたってことですかぁ？,也就是说，那个人\n已经在报失了？,
0,リスナー４,『はい、そうだったんです\nそれで、無事にぬいぐるみをお渡しできて──』,“是，没错\n然后，我就直接地把玩偶还给了他──”,
0,リスナー４,『交番から出た後、実はわたしも\nそのぬいぐるみを持ってるんですって打ち明けて』,“从派出所出来后，我跟他说\n其实我也有那个玩偶”,
0,リスナー４,『しばらく、ふたりで推しの話で盛り上がちゃって……\n今ではとても仲の良い友達です！』,“于是我们聊起了超多关于自推的事……\n现在我们是非常要好的朋友！”,
4.00108E+12,霧子,わ……,哇……,
0,リスナー４,『仕事を辞めなきゃいけなかったのは\n正直すごいショックだったんですけど……』,“不得不辞掉工作\n说实话真的挺打击的……”,
0,リスナー４,『そのことがなかったら、友達と出会えなかったので\n人生何があるかわからないなーって』,“但是，如果没发生这件事的话，我怕不是交不到这个朋友呢\n人生还真是充满未知呢”,
4.00108E+12,霧子,『すごい……』,“太棒了……”,
4.00108E+12,霧子,『『好き』が……ふたりを……\nつないでくれたんですね……』,““喜欢”……把你们两个……\n联系在了一起”,
0,男子生徒,（……いい話だな──）,（……真是个好故事──）,
0,男子生徒,……？,,
0,男子生徒の友達,『お前、塾辞めたってマジ？』,“你这家伙，真的退出补习班了吗？”,
0,男子生徒,『隣町の塾に変えた』,“转到隔壁城市的补习班去了”,
0,男子生徒の友達,『そこまでしなくても\nまあ気持ちはわからんでもないけど』,“其实也不必做到那种程度\n虽然我也能理解你的心情就是”,
0,男子生徒の友達,『てか別れると思わなかったわ\n何がどうなるかわかんないもんだな』,“没想到你们两个居然会分手啊\n真是猜不透未来会发生什么事呢”,
0,男子生徒,…………,,
0,リスナー４,『そのことがなかったら、友達と出会えなかったので\n人生何があるかわからないなーって』,“但是，如果没发生这件事的话，我怕不是交不到这个朋友呢\n人生还真是充满未知呢”,
0,男子生徒,（……俺だってわかんなかったよ\nこうなるなんて────）,（……我也不知道会这样\n竟然会变成这样────）,
0,プロデューサー,────あ、そうだ,────啊，对了,
0,プロデューサー,今日さ、取引先の人から\n映画のチケットもらったんだ,今天啊，从合伙人那儿\n拿到了一些电影票,
0,プロデューサー,ホラー映画なんだけど\nもしよかったら、みんなで観に行ってくれないか？,是恐怖电影\n如果可以的话，大家一起去看吧？,
4.00108E+12,摩美々,や、ホラー映画って……,啊，恐怖电影……,
0,プロデューサー,ああ、苦手な人もいるよな……\nでもせっかくもらったからさ、みんなに使ってもらいたくて,哦对，确实有人怕这个……\n不过既然都拿到了，希望大家能用上吧,
4.00108E+12,摩美々,…………,,
0,女子生徒の友達１,ねー、満室だって,喂，满座了,
0,女子生徒の友達２,えー、ここも？,哎，这里也？,
0,女子生徒の友達１,カラオケやめて、映画でも行く？,不如别去唱歌了，去看电影吧？,
0,女子生徒の友達２,いいね\n行こ行こ,好啊\n走吧走吧,
0,女子生徒,映画……,电影……,
0,off,63日目,第63天,
0,男子生徒,あぁ、終わったー……\n疲れたね,啊，结束了……\n真累啊,
0,女子生徒,うん……\n朝からずっと対策授業だったし,是啊……\n从早上一直在补课呢,
0,女子生徒＆男子生徒,…………,,
0,男子生徒,あ────,啊────,
0,女子生徒,え？,嗯？,
0,男子生徒,これ……落ちてた,这个……掉地上了,
0,女子生徒,──映画のチケット……？,──电影票……？,
0,女子生徒＆男子生徒,…………,,
0,男子生徒,あの、さ……\n交番にこれ届けに行ったら────,那个，我说……\n要不我们把这个交到派出所，然后────,
0,男子生徒,これと同じ映画を見に行くとか……\nどう？,然后去看同样的电影……\n怎么样？,
0,女子生徒,え──,哎──,
0,女子生徒,あ……うん……いいよ,嗯……好啊,
0,男子生徒,それで、映画見たらさ──,然后，看完电影──,
0,男子生徒,映画見たら……\nお互い、まだ言ってないこと話すってのはどう？,看完电影后……\n我们把没说过的话讲出来，怎么样？,
0,女子生徒,……！,,
0,女子生徒,──い、いいけど…………,──好，好的…………,
0,女子生徒,映画を見終わった後\n彼は告げた,看完电影后\n他告诉了我,
0,女子生徒,まだ、私に言ってなかったこと────,他一直没说出口的事────,
0,女子生徒の友達２,────おーい、どした？,────哎，怎么了？,
0,女子生徒,……！,,
0,女子生徒,ううん……\n──ごめん……,没事……\n──不好意思……,
0,女子生徒,ちょっと……具合悪くなっちゃって,突然……有点不舒服,
0,女子生徒の友達１,えっ、大丈夫？,哎，没事吧？,
0,女子生徒,うん……\n今日は……帰ろうかな,嗯……\n今天就先这样……我想回去了,
0,女子生徒,こんなことになるなんて────,没想到会变成这样────,
0,男子生徒,正直さ……\n映画、つまんなくなかった？,说实话……\n那部电影，是不是很无聊？,
0,女子生徒,ふふふっ、うん\n思った,呵呵，是啊\n我也这么觉得,
0,男子生徒,俺、これから告白すんのに\n雰囲気壊すなよーって,我还想着要告白呢\n结果气氛全没了,
0,女子生徒,あははっ,哈哈哈,
0,男子生徒,でも……,不过……,
0,男子生徒,よかった\nつまんなかったけど、なんか────,挺好的\n虽然无聊，但总觉得────,
0,女子生徒,うん……\nつまんなかったけど……,嗯……\n虽然无聊，但……,
0,女子生徒,よかった,挺好的,
0,女子生徒,別れることになるなんて\n思わなかった,没想到\n有一天我们会分手,
info,game_event_communications/400107904.json,,,
译者,武田,,,
