id,name,text,trans,__parsed_extra
4001073020010,真乃,……,……,
4001073020020,真乃,めぐるちゃん……,巡……,
4001073020030,真乃,『急がなくて大丈夫だよ』\n……,『不用着急，慢慢来』\n……,
4001073020031,一同,────宣伝隊長！,────宣传队长！,
0000000000000,プロデューサー,ああ。公式アンバサダーという形で\nぜひイルミネにって、オファーをいただいた,是的。向illumination STARS发出了邀请，\n说务必要来担任宣传形象大使,
4001073020040,めぐる,わたしたちが…………,我们…………,
0000000000000,真面目そうな女性,お姉さん……！,大姐姐……！,
0000000000000,真面目そうな女性,やっぱり……！\nそうだと思った,果然……！\n我就知道,
4001073020050,真乃,……？,……？,
0000000000000,真面目そうな女性,その綺麗な目は誤魔化せません……！,你那清澈的眼神是骗不了我的……！,
4001073020060,真乃,あ…………,啊…………,
0000000000000,真面目そうな女性,────わかりますわかります\n困惑しちゃいますよね、突然,────我懂的我懂的\n突然说这些，会感到很困惑吧,
0000000000000,真面目そうな女性,ずっと探してたんです……あなたみたいな人,我一直在找……一个像你这样的人\n,
0000000000000,真面目そうな女性,あなたなら、きっとわかってくれるって,我相信，你一定能理解我的,
0000000000000,真面目そうな女性,お願いです……\nあなたの言葉で救われるんです,拜托了……\n你的话语能够拯救我,
4001073020070,真乃,私の……？,我的……？,
0000000000000,プロデューサー,────みんなの言葉で\nこの魅力を伝えていってほしいんだ,────希望大家用自己的语言\n来传达这份魅力,
4001073020080,真乃,私たちの……,我们的……,
4001073020090,めぐる,すごい……！,好厉害……！,
4001073020100,灯織,この映画ですか？,是宣传这部电影吗？,
0000000000000,プロデューサー,うん。内容はみんなも知ってるんじゃないかな\n有名な話が元になってるから,嗯。内容大家应该都知道吧\n原型是一个很有名的故事,
4001073020110,灯織,そうですね……\n教科書でも取り上げられていたので,是的……\n课本上也有提到过,
0000000000000,プロデューサー,昔から何度か映画化されてて\n今回は最新のリメイク作品という形だ,也曾多次被改编成电影\n这次是最新的翻拍作品,
4001073020120,めぐる,！\n知ってる……！,！\n我知道……！,
4001073020130,めぐる,伝記のやつだよね？\n立派な先生が、女の子の手助けをしてあげて────,是那部传记吧？\n一位伟大的老师，帮助了一位女孩────,
0000000000000,真面目そうな女性,社会は……\n私たちを助けてくれません,社会是……\n不会帮助我们的,
0000000000000,真面目そうな女性,あなたにもあると思うんです\n社会への不満とか、怒りとか……そういう気持ち,我想你也有\n对社会的不满啊，愤怒啊……这样的情绪,
4001073020140,真乃,…………,…………,
4001073020150,真乃,あの…………,那个…………,
