id,name,text,trans,__parsed_extra
4001073050010,めぐる,────トン、トン、パッ……！\n……って感じですっ,────咚，咚，啪……！\n……就是这种感觉~,
0000000000000,現地の女子たち,わぁ……！,哇……！,
0000000000000,現地の女子１,『歌合戦』で見た通りだ……！,就像在『歌合战』里看到的那样……！\n,
4001073050020,灯織,あとは……腕の動きを意識すると\n上手に回れると思います,然后……注意一下手臂的动作\n就能转得更好了,
4001073050030,真乃,……一緒に、やってみましょう……,……一起，试试看吧……\n,
0000000000000,現地の女子たち,はい！,好的！,
0000000000000,ファシリテーター,みなさん、こんなチャンス\n滅多にないですからねー,（ファシリテーター：导师）\n大家，这种机会，可不多见哦,
0000000000000,ファシリテーター,今のうちに、わからないことは\n『先生』たちに聞いておきましょう,有什么不懂的\n就趁现在问问『老师』们吧,
4001073050040,めぐる,先生……！,老师……！,
0000000000000,ルポライター,………………,………………,
0000000000000,白紙の文書,定規をなぞるような、ありふれた企画,像是用尺子描画一般的，平平无奇的企划,
0000000000000,白紙の文書,退屈を文房具にしたら、こんな定規になるのだろう,如果把无聊做成文具，大概就是这种尺子吧,
0000000000000,ルポライター,────\nなんで僕なんですか？,────\n为什么是我啊？,
0000000000000,ルポライター,言いましたよね\nああいうグループ、苦手だって,我说过的吧\n我写不来那种组合,
0000000000000,雑誌編集者,助けてくださいよー\nベテランで頼れる人、他にいないんですって,帮帮忙嘛~\n除了你之外没有其他可靠的老手了,
0000000000000,ルポライター,……まぁ、やらせていただきますよ\n若手は選べる立場じゃないので,……算了，我接受就是了\n年轻人哪有选择的余地,
0000000000000,雑誌編集者,え？,诶？,
0000000000000,ルポライター,でも提灯記事なんて、どうせ無難なものしか書けないですよ\n他に形容しようがないんだから、ああいうグループ,但要是写宣传软文，我也只能写出无关痛痒的东西\n那种组合，也没有其他方式好形容的了,
0000000000000,雑誌編集者,なんだかんだ、良いもの書いてくれるじゃないですか\n……ほら、前に他社で出されてた新書なんかも────,说着说那的，最后还是能写出来不错的东西嘛\n……你看，之前其他公司出版的新书也是────,
0000000000000,ルポライター,あれは、たまたま担当が好きに書いていいって言うから\n筆が乗っただけで……そんなチャンスないですよ、今は,那是因为，负责人碰巧说可以随便写\n我才文思泉涌……现在可没有那种机会了,
0000000000000,撮影スタッフ,はーい、オッケーです！\nいったん止めます,好~，OK！\n先暂停一下,
0000000000000,撮影スタッフ,次の場所、移動しまーす\n……カメラ、あっち回って,转移到下一个地点~\n……摄像机，转过去,
4001073050050,真乃,……,……,
0000000000000,白紙の文書,味がしなくなったガムのような\n使い回しの予定調和,像嚼到没味道的口香糖一样\n重复使用的套路,
0000000000000,白紙の文書,お行儀のいいステレオタイプなやりとりが\n宣伝用のカメラにおさまっていく,循规蹈矩的刻板对话\n被宣传用的摄像机记录下来,
4001073050060,真乃＆ルポライター,あっ……,啊……,
0000000000000,ルポライター,ああ、どうも\n櫻木さん,啊，你好\n樱木小姐,
0000000000000,ルポライター,どうですか、キャリアデザイン交流\n同世代っていっても、全然生き方が違うかと思いますが,职业生涯交流会感觉怎么样？\n虽然是同龄人，但完全是不同的生活方式,
0000000000000,ルポライター,あ……教えるのって、やっぱり大変でしょうか？\n初めて会う現地の方ですし,啊……教别人，果然很辛苦吧？\n而且还是第一次见面的当地人,
4001073050070,真乃,……はい……\nとても、難しくて……,……是的……\n非常地，困难……,
4001073050080,真乃,でも、少しでも……何かを伝えられるかもしれないので\nすごくやりがいを感じています……,但是，多少……也能传达出些什么吧\n所以我觉得还是挺有意义的……,
0000000000000,ルポライター,なるほど、と……コメントいただきました\n頑張ってくださいね,原来如此……感谢您的受访\n那么请加油吧,
4001073050090,真乃,ありがとうございます……,谢谢……,
4001073050100,真乃,……ライターさんも、頑張ってください……,……记者先生也，加油……,
0000000000000,ルポライター,……,……,
0000000000000,現地の女子１,────ここまで刃を入れたら\nこうする感じで……こう,────刀刃切到这里之后\n就这样……像这样,
4001073050110,真乃,ほわ……っ,哇……,
0000000000000,ファシリテーター,いいですかー\n今度は役割が逆ですからね,大家注意了——\n这次互换了角色,
0000000000000,ファシリテーター,イルミネのみなさんは『生徒』として\n積極的に教えを乞うていきましょう,由illumination STARS的各位来当『学生』\n积极地去向人请教,
0000000000000,現地の女子２,……で、頭から尾に向かって皮を────,……然后，从头到尾剥皮────,
4001073050120,灯織,……\nすごい……綺麗……,……\n好厉害……好漂亮……,
