id,name,text,trans,__parsed_extra
0000000000000,プロデューサー,ええ、おかげさまで……\nはい、ありがとうございます！,是的，托您的福……\n好的，谢谢您！,
0000000000000,プロデューサー,スケジュールを確認しますので\n少々お待ちください────,我确认一下行程\n请稍等────,
4001073080010,真乃,……,……,
4001073080020,真乃,おはよう……\nピーちゃん,早上好……\nP酱,
4001073080030,真乃,……,……,
4001073080040,真乃,あ……,啊……,
0000000000000,子ども,あれぇ……,咦……,
4001073080050,灯織,……,……,
0000000000000,子ども,あれぇ,咦,
4001073080060,灯織,……あ,……啊,
0000000000000,子ども,ないー,没有了——,
4001073080070,灯織,…………,…………,
4001073080090,灯織,……ねぇ,……我说,
0000000000000,SNSのコメント,『真乃ちゃーん、宣伝隊長ありがとう！\nおかげでイイ映画みれた～～～！』,『真乃~ 谢谢你宣传队长！\n多亏你我看了部好电影～～～！』,
4001073080100,真乃,……,……,
4001073080110,真乃,あ……,啊……,
4001073080120,真乃,今日って……,今天……,
4001073080130,真乃,『ラジオ頑張ってね』────,『广播加油哦』────,
4001073080140,めぐる,お疲れさまでーす！,辛苦了～！,
4001073080150,めぐる,…………,…………,
0000000000000,？？？,あ……\n八宮さん！,啊……\n八宫小姐！,
4001073080160,めぐる,はい,是,
4001073080170,めぐる,────あっ,────啊,
0000000000000,プロデューサー,────もし、みんなが誰かのために\n今みたいなみんなじゃなくなろうとするなら,———如果我们因某人的缘故\n不再是现在的我们,
0000000000000,プロデューサー,今のみんなに救われてる人たちは\nどこかでちゃんと救われてくれるだろうか,那么至今被我们所拯救的人们\n会有别人给予他们救赎吗,
4001073080180,めぐる,こんにちは……！,您好……！,
0000000000000,共演したアイドル,お久しぶりです,好久不见,
4001073080190,めぐる,あれ？\nスーツ……,咦？\n西装……,
0000000000000,共演したアイドル,マネージャーやってるんです、今\n……アイドルの,我现在在当经纪人\n……偶像的,
4001073080200,めぐる,マネージャー！？,经纪人！？,
4001073080210,めぐる,────\nかっこいい！,────\n好帅！,
0000000000000,共演したアイドル,ふふっ,呼呼,
4001073080220,めぐる,……あっ！\nすみません……,……啊！\n不好意思……,
0000000000000,共演したアイドル,ああ、全然……\n気にしないでください,啊，没关系……\n请别在意,
0000000000000,共演したアイドル,すごく楽しいんです……今,我现在过得非常开心……,
0000000000000,プロデューサー,みんなは、みんなであろうとしてくれていい,大家只要做自己就好,
0000000000000,共演したアイドル,全然、無理しないでいられてて……\n知らなかったんです、こんな楽しい生活があるなんて,根本不用勉强自己……\n我以前都不知道，还有这么快乐的生活,
0000000000000,共演したアイドル,ほら、私……才能とか何もなくて\nアイドルとして、ずっと無理してたから,你看，我……没有什么才能\n作为偶像，一直都在勉强自己,
0000000000000,プロデューサー,伝わらなかったみんなの形は\n周りの人が頑張って伝えていくから,我们所无法传达到的形态，\n身边也一定会有人去努力传达,
0000000000000,共演したアイドル,その分、アイドルの子たちに\nどこで苦しむのか、躓いちゃうのか、伝えられる,正因如此，我才能告诉偶像练习生们\n会在哪里感到痛苦，会在哪里跌倒,
4001073080230,めぐる,……,……,
0000000000000,プロデューサー,イルミネはイルミネの……\nライターさんはライターさんの……俺は俺の言葉を,星组用星组的话语……\n作家用作家的话语……我用我的话语……,
0000000000000,共演したアイドル,諦め方がわからなかったけど……\n八宮さんたちのおかげで、前を向くことができたから,虽然我不知道该如何放下……\n但多亏了八宫小姐你们，我才能往前看,
4001073080240,めぐる,……\nよかったぁ……,……\n太好了……,
0000000000000,プロデューサー,それを必要としてくれる────\n人が、時が、いつかきっと来るから,需要这些话语的———\n人和时间，总会到来的,
0000000000000,共演したアイドル,見てましたから,因为我一直在关注着你们,
4001073080250,めぐる,え？,诶？,
0000000000000,共演したアイドル,八宮さんたちの背中\nずっと,一直关注着\n八宫小姐你们的身影,
4001073080260,めぐる,……っ,……,
0000000000000,プロデューサー,時には……\n言葉が必要ないことだってあるかもしれない,有时……\n或许并不需要话语,
0000000000000,共演したアイドル,でも……\nこれからは負けませんよ,但是……\n我以后不会再输了,
0000000000000,共演したアイドル,転び方だけは、自信がありますから,对于摔倒的形式，我还是有自信的,
4001073080270,めぐる,えへへっ,嘿嘿,
0000000000000,白紙の文書,だからこそ,正因如此,
0000000000000,プロデューサー,それでも,即便如此,
4001073080271,一同,探し続けよう\n生きていく限り,我们也要不断去寻求，\n只要还存于世上,
0000000000000,雑誌編集者,……\nどうしちゃったんですか？,……\n你怎么了？,
0000000000000,ルポライター,え？,诶？,
0000000000000,雑誌編集者,いや……テイスト\nだいぶ変わったなーって,不……我是说风格\n变化很大啊,
0000000000000,ルポライター,あー、そうね\nうん……真面目に書いたつもりです,啊，是吗\n嗯……我有下功夫去写的,
0000000000000,雑誌編集者,あ、違いますよ……！\n以前より力入ってるっていうか、面白くて,啊，不是那个意思……！\n比以前更有张力，或者说，更有趣了,
0000000000000,雑誌編集者,いつも原稿、ササッと出してたじゃないですか\n良い意味で、面食らっちゃって,你以前总是唰唰地就交稿了嘛\n一下子不太习惯，不过是好事,
0000000000000,ルポライター,ははは……まぁ,哈哈哈……嘛,
0000000000000,白紙の文書,A4サイズの無限の誘惑,A4纸的无限魅力,
0000000000000,雑誌編集者,……,……,
0000000000000,ルポライター,何？,怎么了？,
0000000000000,雑誌編集者,なんか、雰囲気変わりましたね,感觉你，气质变了呢,
0000000000000,ルポライター,そう？,是吗？,
0000000000000,ルポライター,……まぁ、可愛い天敵たちが\n今もどこかで頑張ってるんでね,……嘛，可爱的天敌们\n如今也在某处努力着呢,
0000000000000,ルポライター,日陰は日陰なりに、張り合っていかなきゃ,阴暗也要以阴暗的形式，一较高下啊,
